datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2020-11-15 16:31:00-03"	NY	NYBG	442583	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					111		"K. Andrade"	1995	07	08			"South America"	Brazil	Pernambuco	Buíque	"Estrada Buíque-Catimbau"	-37.17	-8.62					790	790				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19428' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442583
"2020-11-15 16:31:00-03"	NY	NYBG	442584	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					90		"K. Andrade"	1995	06	17			"South America"	Brazil	Pernambuco	Buíque	"Estrada Buíque-Catimbau"	-37.17	-8.62					790	790				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19429' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442584
"2020-11-15 16:31:00-03"	NY	NYBG	442585	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					32498		"H. S. Irwin"	1971	02	18			"South America"	Brazil	Bahia	"Morro do Chapéu"	"Serra do Tombador. Rio Ferro Doido, ca. 18km E of Morro do Chapéu"	-41.1558	-11.5503					1100	1100				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19434' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442585
"2020-11-15 16:31:00-03"	NY	NYBG	442586	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					32498		"H. S. Irwin"	1971	02	18			"South America"	Brazil	Bahia	"Morro do Chapéu"	"Serra do Tombador. Rio Ferro Doido, ca. 18km E of Morro do Chapéu"	-41.1558	-11.5503					1100	1100				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19435' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442586
"2020-11-15 16:31:00-03"	NY	NYBG	442587	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					30988		"H. S. Irwin"	1971	02	18			"South America"	Brazil	Bahia	Seabra	"Serra da Agua de Rega. Rio Riachao, ca. 27km N of Seabra, road to Agua de Rega"	-41.7703	-12.4186					1000	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19436' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442587
"2020-11-15 16:31:00-03"	NY	NYBG	442588	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					30988		"H. S. Irwin"	1971	02	18			"South America"	Brazil	Bahia	Seabra	"Serra da Agua de Rega. Rio Riachao, ca. 27km N of Seabra, road to Agua de Rega"	-41.7703	-12.4186					1000	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19437' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442588
"2020-11-15 16:31:00-03"	NY	NYBG	442589	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					20940		"R. M. Harley"	1980	03	25			"South America"	Brazil	Bahia		"Serra do Sincorá. 6km N of Cascavel on the road to Mucugé. F6"	-41.42	-13.1					1200	1200				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19438' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442589
"2020-11-15 16:31:00-03"	NY	NYBG	442590	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					22411		"R. M. Harley"	1980	05	23			"South America"	Brazil	Bahia	Palmeiras	"Serras dos Lençois. Lower slopes of Morro do Pai Inácio ca. 14.5km NW of Lençois, just N of the main Seabra-Itaberaba road. E6"	-41.47	-12.45					700	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19439' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442590
"2020-11-15 16:31:00-03"	NY	NYBG	442591	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					22275		"R. M. Harley"	1980	05	21			"South America"	Brazil	Bahia	Palmeiras	"Serras dos Lençois. Lower slopes of Morro do Pai Inácio ca. 14.5km NW of Lençois, just N of the main Seabra-Itaberaba road. E6"	-41.47	-12.45					700	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19440' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442591
"2020-11-15 16:31:00-03"	NY	NYBG	442592	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					22861		"R. M. Harley"	1980	05	31			"South America"	Brazil	Bahia	"Morro do Chapéu"	"Rio do Ferro Doido, 19.5km SE of Morro do Chapéu on the BA 052 highway to Mundo Novo. D6"	-41.03	-11.63					900	900				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19441' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442592
"2020-11-15 16:31:00-03"	NY	NYBG	442593	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					19234		"R. M. Harley"	1977	03	02			"South America"	Brazil	Bahia	"Morro do Chapéu"	"19.5km SE of the town of Morro do Chapeu on the BA 052 road to Mundo Novo, by the Rio Ferro Doido"	-41.03	-11.63					900	900				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19419' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442593
"2020-11-15 16:31:00-03"	NY	NYBG	442594	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					16692A		"R. M. Harley"	1974	03	04			"South America"	Brazil	Bahia		"Serra do Curral Feio. 16km NW of Lagoinha (5.5km SW of Delfino) on side road to Minas do Mimoso"	-41.33	-10.37					950	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19420' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442594
"2020-11-15 16:31:00-03"	NY	NYBG	442595	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"L. R. Noblick"					4543		"L. R. Noblick"	1986	05	16			"South America"	Brazil	Bahia	"Morro do Chapéu"	"Rio do Ferro Doido, ca. 18km leste da cidade na BR-052"	-41.15	-11.55										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19432' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442595
"2020-11-15 16:31:00-03"	NY	NYBG	442596	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"G. P. Lewis"					3418		"L. R. Noblick"	1984	10	19			"South America"	Brazil	Bahia	Salvador	"Dunas de Itapua, arredores da Lagoa de Abaeté"	-38.35	-12.93										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19431' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442596
"2020-11-15 16:31:00-03"	NY	NYBG	442597	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"							"A. Fernandes"	1977	07	25			"South America"	Brazil	Bahia	Olindina	"Olindinia. Near Sergipe line"	0	0	-38.3333015441895	-11.3667001724243	25403							sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19442' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442597
"2020-11-15 16:31:00-03"	NY	NYBG	442598	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					3956		"H. C. de Lima"	1990	09	11			"South America"	Brazil	Bahia	Seabra	"Chapada de Diamantina, Rod. BR-242, 2km antes do entroncamento para Palmeiras"	-41.7703	-12.4186										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19443' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442598
"2020-11-15 16:31:00-03"	NY	NYBG	442599	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					14524		"S. A. Mori"	1981	06	17			"South America"	Brazil	Bahia	"Morro do Chapéu"	"BR 052, vicinity of bridge over Rio Ferro Doido, ca. 18km E of Morro do Chapeu"	-41.1558	-11.5503					1000	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19444' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442599
"2020-11-15 16:31:00-03"	NY	NYBG	442600	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					2015		"G. P. Lewis"	1991	05	05			"South America"	Brazil	Bahia	Salvador	"Dunas de Itapua, arredores da Lagoa de Abaeté"	-38.37	-12.97										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19445' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442600
"2020-11-15 16:31:00-03"	NY	NYBG	442601	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					929		"G. P. Lewis"	1981	12	20			"South America"	Brazil	Bahia	Lençóis	"Ca. 8-10km NW de Lençois. Estrada para Barro Branco"	-41.33	-12.53					580	580				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19446' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442601
"2020-11-15 16:31:00-03"	NY	NYBG	442602	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					567		"R. P. Orlandi"	1981	10	29			"South America"	Brazil	Bahia		"Jeremoabo. Folha SC. 24-Z-A. Ponto 12"	-38.5	-10.22										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19447' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442602
"2020-11-15 16:31:00-03"	NY	NYBG	442603	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					56906		"G. G. Hatschbach"	1992	04	09			"South America"	Brazil	Bahia	Palmeiras	"Km 9 da rodovia para Mucugê"	-41.5589	-12.5292					1000	1000				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19448' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442603
"2020-11-15 16:31:00-03"	NY	NYBG	442604	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					63085		"G. G. Hatschbach"	1995	08	17			"South America"	Brazil	Bahia	Camaçari	"Rodovia Linha Verde, proximo de Arembepe"	-38.32	-12.69										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19426' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442604
"2020-11-15 16:31:00-03"	NY	NYBG	442605	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					47968		"G. G. Hatschbach"	1984	06	16			"South America"	Brazil	Bahia	Mucugê	"Rio Mucugê"	-41.3706	-13.0056										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19421' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442605
"2020-11-15 16:31:00-03"	NY	NYBG	442606	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					47462		"G. G. Hatschbach"	1984	01	22			"South America"	Brazil	Bahia	Mucugê	"Serra do Sincorá; 15km S de Mucugê"	-41.3706	-13.0056										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19422' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442606
"2020-11-15 16:31:00-03"	NY	NYBG	442607	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					1914		"A. M. V. de Carvalho"	1983	09	25			"South America"	Brazil	Bahia	Salvador	"Ca. 30km ao N da cidade. Dunas nos Arredores da Lagoa de Abaeté"	-38.352556	-12.93708										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19423' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442607
"2020-11-15 16:31:00-03"	NY	NYBG	442608	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					3897		"A. M. V. de Carvalho"	1992	03	21			"South America"	Brazil	Bahia	Tucano	"Kms 7-10 na estrada de Tucano para Ribeira do Pombal"	-38.7867	-10.9633										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19425' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442608
"2020-11-15 16:31:00-03"	NY	NYBG	442609	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					7786		"G. C. P. Pinto"	1986	07	19			"South America"	Brazil	Bahia	Lençóis	"Folha SD.24-X-A. Rio Sao José"	-41.42	-12.58										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19424' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442609
"2020-11-15 16:31:00-03"	NY	NYBG	442610	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"L. P. de Queiroz"					3445		"L. P. de Queiroz"	1993	07	25			"South America"	Brazil	Bahia	"Morro do Chapéu"	"Ca. 12 km SE de Morro do Chapéu na BA 052 (estrada do feijao)"	-41.0569	-11.6022					960	960				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19417' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442610
"2020-11-15 16:31:00-03"	NY	NYBG	442611	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"L. P. de Queiroz"					3704		"L. P. de Queiroz"	1993	12	18			"South America"	Brazil	Bahia	Tucano	"7km NE de Tucano na estrada para Ribeira do Pombal (BR 410)"	-38.65	-10.87										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19418' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442611
"2020-11-15 16:31:00-03"	NY	NYBG	442612	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"L. P. de Queiroz"					2744		"L. P. de Queiroz"	1992	04	26			"South America"	Brazil	Bahia	Lençóis	"Caminho para Capao (Caete-Açu) por tras da Pousada de Lençois, ca. 4km de Lençois"	-41.3897	-12.5633					500	600				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19416' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442612
"2020-11-15 16:31:00-03"	NY	NYBG	442613	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"G. P. Lewis"					CFCR7099		"G. P. Lewis"	1984	02	17			"South America"	Brazil	Bahia	Andaraí	"7km de Andaraí, estrada p/ Mucugê. Ponte sobre o Rio Paraguaçu. antes de Igatu"	-41.33	-12.8					425	425				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19430' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442613
"2010-08-16 16:41:47-03"	GH	HU-HERB	"GH 00064767"	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii		Barneby					Isotype	854	854	"G. P. Lewis, A. de Carvalho & J. L. Hage"	1981	12	18			"South America"	Brazil	Bahia		"Mun. de Palmeiras, km. 232 da rodovia BR 242 para Ibotirama, Pai Inácio, ca. 12°30'S, 41°27'W"	-41.45	-12.5									undetermined	Sheet						
"2019-11-01 15:00:15-03"	UnB	UB	140086	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby						32498		"Irwin, HS"	1971	02	18			"Southern America"	Brasil	Bahia		"Ca. 18km E of Morro do Chapéu"	0	0															"Fruit dried.; Arching shrub 3m."	
"2019-11-01 15:00:15-03"	UnB	UB	140088	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Simon, MF"	2000				6011		"Coradin, LC"	1983	06	25			"Southern America"	Brasil	Bahia	Jaquarari	"Rodovia Juazeiro-Senhor do Bonfim (BR-407) Km 100"	-40.166667	-10.316667															"Fruto verde imaturo; Arbusto 3m."	
"2019-11-01 15:00:15-03"	UnB	UB	140089	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Simon, MF"	2000				6014		"Coradin, LC"	1983	06	25			"Southern America"	Brasil	Bahia	Jaquarari	"Rodovia Juazeiro-Senhor do Bonfim (BR-407) Km 100"	-40.166667	-10.316667															"Fruto verde-avermelhado."	
"2019-11-01 15:00:15-03"	UnB	UB	140090	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Simon, MF"	2000				8537		"Coradin, LC"	1992	09	10			"Southern America"	Brasil	Bahia	"Brotas de Macaúbas"	"Proximidades cidade de Lençóis"	-42.366667	-12.416667															"Flor branca; fruto verde (jovem).; Mata ciliar perturbada"	
"2019-11-01 15:00:15-03"	UnB	UB	140091	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Barneby, R"	1984				30988		"Irwin, HS"	1971	02	25			"Southern America"	Brasil	Bahia		"Ca. 27km N of Seabra, road to Água de Rega"	0	0															"Heads white.; Armed shrub 3m.; Gallery margin"	
"2019-11-01 15:00:15-03"	UnB	UB	140092	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Lewis, GP"	1986				3418		"Noblick, LR"	1984	10	19			"Southern America"	Brasil	Bahia	Salvador	"Dunas de Itapuã, Arredores da Lagoa de Abaeté"	-38.35	-12.933333															"Corolas brancas.; Arbusto 4m."	
"2019-11-01 15:00:15-03"	UnB	UB	140093	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Noblick, LR"	1986				4543		"Noblick, LR"	1986	05	16			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Ca. 18km leste da cidade na BR-052"	-41.15	-11.55															"Flores brancas e frutos vagens marrom.; Arbusto 3m."	
"2019-11-01 15:00:15-03"	UnB	UB	140094	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Lewis, GP"	1991				2347		"Hage, JL"	1990	08	31			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Rodovia BA-052, a 20km em direção a Feira de Santana"	0	0	-41.1561012268066	-11.5500001907349	98143												"Flores cremes e frutos imaturos verdes.; Cipó."	
"2019-11-01 15:00:15-03"	UnB	UB	186138	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledoneae			Fabaceae	Mimosa	lewisii		Barneby	"Simon, MF"	2006	03			696		"Simon, MF; Queiroz, LP; James, EK; Elliott, GN; et al."	2006	03	09			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Ao longo da estrada Morro do Chapéu-Ipira. Beira da estrada."	-41.184444	-11.5375															"Flores brancas, frutos maduros castanhos.; Arbusto bastante ramificado desde a base formanto grandes agrupamentos.; Solo arenoso."	
"2019-01-25 15:41:02-02"	IAC	IAC	23331	"Mimosa lewisii"	S	Plantae				Fabaceae	Mimosa	lewisii		Barneby	"J.S. Silva (2)"	2011	02	07		s/nº		"A. Rocha"	1976	07	07				Brasil	Bahia	"Água Fria"		-38.7667	-11.8667															"nome popular: jureminha"	
"2019-02-22 11:45:40-03"	IPA	IPA	12859	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby						61-3938		Andrade-Lima	1961	10	07			"Southern America"	Brasil	Bahia		"Próximo a Feira de Santana."	0	0															"Arbusto 2-2,5m. Flores cremes."	IPA0012859
"2019-02-22 11:45:40-03"	IPA	IPA	25859	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Queiroz, L.P. de"	2009	12			716544		Andrade-Lima	1971	10	08			"Southern America"	Brasil	Pernambuco	Buíque	"3Km adiante de Carneiro, na direção da sede do município. Sitio Campinho."	0	0	-37.1557998657227	-8.62306022644043	38964												"Arbusto pequeno 1,5-2m. Flor alva."	IPA0025859
"2019-02-22 11:45:40-03"	IPA	IPA	54131	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Bocage, A."	2010	11	26		564		"Rita Pereira; et al.; et al."	1990	09	13			"Southern America"	Brasil	Pernambuco	Tacaratu	"Na serra Grande, próximo a torre da antena."	0	0	-38.1492004394531	-9.10527992248535	51954												"Árvore esgalhada 5m. Leg. 94 Flores esverdeadas. Fruto marrom."	IPA0054131
"2019-02-22 11:45:40-03"	IPA	IPA	60501	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Bocage, A."	2010	11	26		1148		"Rita Pereira; Semir, J.; et al.; Semir, J.; et al."	1997	10	07			"Southern America"	Brasil	Pernambuco	Buíque	"Subida para a Serra do Catimbau."	0	0	-37.1557998657227	-8.62306022644043	38964												"Arvoreta esbelta com + 3m de altura inflorescência rosada."	IPA0060501
"2019-02-22 11:45:40-03"	IPA	IPA	60792	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Guedes, M.L."	1998	02			5521		"Guedes, M.L.; Alunos de Bot. III, 2º semestre de 1998; Alunos de Bot. III, 2º semestre de 1998"	1997	11	21			"Southern America"	Brasil	Bahia	Camaçari	"Área próxima de Guarajuba. Substrato arenoso."	0	0	-38.3241996765137	-12.6975002288818	37124												"Arbusto de ca. 2 m. Folhas bipinadas, folíolos brilhantes, coriáceas, discolores. Frequente. Frutos imaturos verdes. Capítulos com flores de pétalas e estames alvos."	IPA0060792
"2019-02-22 11:45:40-03"	IPA	IPA	67929	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Queiroz, L.P. de"	2006	03	03		s.n.		"Rita Pereira; Semir, J.; et al.; Semir, J.; et al."	1997					"Southern America"	Brasil	Pernambuco	Buíque	"Na entrada do Vale do Catimbau, local bem aberto"	0	0	-37.1557998657227	-8.62306022644043	38964												"Arvoreta ca. 2m de altura; inflorescência rosada"	IPA0067929
"2019-02-22 11:45:40-03"	IPA	IPA	7788	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby						2024		Andrade-Lima	1955	04	01			"Southern America"	Brasil	Pernambuco	Buíque	"Fazenda Cajueiro."	0	0	-37.1557998657227	-8.62306022644043	38964												"Arbusto aculeado. Flores creme-claro, sobre longos pedúnculos florais."	IPA0007788
"2019-02-22 11:45:40-03"	IPA	IPA	81800	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Queiroz, L.P. de"	2007	01			203		"Nunes, T.S.; Lemos, M.J.; Souza, E.R.; Lemos, M.J.; Souza, E.R."	2000	10	23			"Southern America"	Brasil	Bahia	Palmeiras	"Distrito Campo São João, leito do rio sem nome \"Rio da Rua\" completamente seco."	-41.488056	-12.452222					756	756									"Árvore ca. 2m de altura. Folhas papiráceas. Flores com caítulos verdes em botão, cálice verde-claro, corola verde-amarelada, estilete e filete brancos. Fruto imaturo castanho."	IPA0081800
"2019-02-22 11:45:40-03"	IPA	IPA	82399	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Bocage, A."	2008	06	09		743		"Cano, O.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al."	2007	07	18			"Southern America"	Brasil	Pernambuco	Buíque	"Vale do Catimbau, Paraiso Selvagem, propriedade do Sr. Jurandir, na subida para o alto do lajeiro"	-37.240833	-8.583611					829	829									"Arbusto espinhoso, flores brancas"	IPA0082399
"2019-02-22 11:45:40-03"	IPA	IPA	82965	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Rosselini, R.; Galiza, V."	2009	01	22		3668		"Rita Pereira; et al.; et al."	2007	10	19			"Southern America"	Brasil	Pernambuco	Buíque	"Vale do Catimbau, Sítio Fazenda Nova."	0	0	-37.1557998657227	-8.62306022644043	38964													IPA0082965
"2019-02-22 11:45:40-03"	IPA	IPA	84027	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Bocage, A."	2006	03			110		"Pick, R.A."	2004	12	03			"Southern America"	Brasil	Pernambuco	Buíque	"Parque Nacional do Catimbau"	-37.235556	-8.569167															"Arbusto, inflorescência branca, caule vermelho."	IPA0084027
"2019-02-22 11:45:40-03"	IPA	IPA	84053	"Mimosa lewisii"	S	Plantae	Plantae			Leguminosae-Mim.	Mimosa	lewisii		Barneby	"Gomes-Silva, A."	2010	03	02		59		"Barbosa, J.I.S.; Silva, A. .G.; Silva, M. .V.; Santana, T.; Silva, A. .G.; Silva, M. .V.; Santana, T."	2009	07	21			"Southern America"	Brasil	Pernambuco	Buíque	"Parque Nacional do Catimbau"	-37.158333	-8.4															"Arbusto com ca. de 1,5m de altura. Flores alvas. Frutos imaturos castanhos.; Caatinga."	IPA0084053
